country,year,disorder,value
Croatia,2010,Binge eating disorder,0.06339657266180866
Cyprus,2000,Anorexia,0.156018415922035
Cyprus,2000,Bulimia,0.16204500478992626
Cyprus,2000,Binge eating disorder,0.14367098078803875
Cyprus,2001,Anorexia,0.1601495878065314
Cyprus,2001,Bulimia,0.15764708375959932
Cyprus,2001,Binge eating disorder,0.14949635063386926
Cyprus,2002,Anorexia,0.16613378384545982
Cyprus,2002,Bulimia,0.1586403862115869
Cyprus,2002,Binge eating disorder,0.14809195864295327
Cyprus,2003,Anorexia,0.17381227929764995
Cyprus,2003,Bulimia,0.1753461342015052
Cyprus,2003,Binge eating disorder,0.12964765720084484
Cyprus,2004,Anorexia,0.18836935932226154
Cyprus,2004,Bulimia,0.15656238731719108
Cyprus,2004,Binge eating disorder,0.14022452956054737
Cyprus,2005,Anorexia,0.1634741222299801
Cyprus,2005,Bulimia,0.1797856000736274
Cyprus,2005,Binge eating disorder,0.14666722829639253
Cyprus,2006,Anorexia,0.17930790449546788
Cyprus,2006,Bulimia,0.16860710360135028
Cyprus,2006,Binge eating disorder,0.14710530260318186
Cyprus,2007,Anorexia,0.16605249704562322
Cyprus,2007,Bulimia,0.16728249070191378
Cyprus,2007,Binge eating disorder,0.16730600135246304
Cyprus,2008,Anorexia,0.18116730237648151
Cyprus,2008,Bulimia,0.17691969711209463
Cyprus,2008,Binge eating disorder,0.14752037461142384
Cyprus,2009,Anorexia,0.1713000117076141
Cyprus,2009,Bulimia,0.1910294023846761
Cyprus,2009,Binge eating disorder,0.14739516650770979
Cyprus,2010,Anorexia,0.1762681020306701
Cyprus,2010,Bulimia,0.17683317927310935
Cyprus,2010,Binge eating disorder,0.15779568659622062
Czech Republic,2000,Anorexia,0.07327109364690401
Czech Republic,2000,Bulimia,0.07567660773464956
Czech Republic,2000,Binge eating disorder,0.06268831401844645
Czech Republic,2001,Anorexia,0.07509934495304449
Czech Republic,2001,Bulimia,0.07378538607827509
Czech Republic,2001,Binge eating disorder,0.06354709146868041
Czech Republic,2002,Anorexia,0.06965398588605297
Czech Republic,2002,Bulimia,0.08100469707797764
Czech Republic,2002,Binge eating disorder,0.06375849573596937
Czech Republic,2003,Anorexia,0.07437462815005082
Czech Republic,2003,Bulimia,0.07332650775624998
Czech Republic,2003,Binge eating disorder,0.0684789744936992
Czech Republic,2004,Anorexia,0.07820263534086001
Czech Republic,2004,Bulimia,0.07841468785065583
Czech Republic,2004,Binge eating disorder,0.061621778808484164
Czech Republic,2005,Anorexia,0.07574251228224131
Czech Republic,2005,Bulimia,0.08338530839333469
Czech Republic,2005,Binge eating disorder,0.06125204862442402
Czech Republic,2006,Anorexia,0.07798703984452372
Czech Republic,2006,Bulimia,0.07856966494157121
Czech Republic,2006,Binge eating disorder,0.06586906371390507
Czech Republic,2007,Anorexia,0.0789900568491589
Czech Republic,2007,Bulimia,0.08021998608261821
Czech Republic,2007,Binge eating disorder,0.06655653476822289
Czech Republic,2008,Anorexia,0.07965047484496435
Czech Republic,2008,Bulimia,0.08114668593958968
Czech Republic,2008,Binge eating disorder,0.06767839551544597
Czech Republic,2009,Anorexia,0.07817318439560149
Czech Republic,2009,Bulimia,0.08646739968618274
Czech Republic,2009,Binge eating disorder,0.06679578821821582
Czech Republic,2010,Anorexia,0.08317380126443792
Czech Republic,2010,Bulimia,0.08071829349019803
Czech Republic,2010,Binge eating disorder,0.06965801894536405
Denmark,2000,Anorexia,0.17271248517932444
Denmark,2000,Bulimia,0.18580352155497257
Denmark,2000,Binge eating disorder,0.15044631056570293
Denmark,2001,Anorexia,0.18092663606383683
Denmark,2001,Bulimia,0.17706499081880622
Denmark,2001,Binge eating disorder,0.15481143561735697
Denmark,2002,Anorexia,0.18885601084093048
Denmark,2002,Bulimia,0.17052703829610474
Denmark,2002,Binge eating disorder,0.15770166756296483
Denmark,2003,Anorexia,0.18529150184379606
Denmark,2003,Bulimia,0.18665340955153026
Denmark,2003,Binge eating disorder,0.1487682060046737
Denmark,2004,Anorexia,0.1794399306825078
Denmark,2004,Bulimia,0.1845717523754882
Denmark,2004,Binge eating disorder,0.15980227384200404
Denmark,2005,Anorexia,0.19314731320620682
Denmark,2005,Bulimia,0.16954857337102996
Denmark,2005,Binge eating disorder,0.16430252312276322
Denmark,2006,Anorexia,0.18767916835802734
Denmark,2006,Bulimia,0.18396629510668652
Denmark,2006,Binge eating disorder,0.15802289943528608
Denmark,2007,Anorexia,0.17618762297416427
Denmark,2007,Bulimia,0.1907810814191216
Denmark,2007,Binge eating disorder,0.16613627580671414
Denmark,2008,Anorexia,0.19524785002479986
Denmark,2008,Bulimia,0.18027348100304819
Denmark,2008,Binge eating disorder,0.15957516907215194
Denmark,2009,Anorexia,0.1858700659513599
Denmark,2009,Bulimia,0.1892495227089787
Denmark,2009,Binge eating disorder,0.16250140903966143
Denmark,2010,Anorexia,0.1933249231895197
Denmark,2010,Bulimia,0.18134215252610475
Denmark,2010,Binge eating disorder,0.16412133318437555
Estonia,2000,Anorexia,0.07339600758116888
Estonia,2000,Bulimia,0.07674069616960588
Estonia,2000,Binge eating disorder,0.06728768574922525
Estonia,2001,Anorexia,0.08034053875507781
Estonia,2001,Bulimia,0.07631706254120636
Estonia,2001,Binge eating disorder,0.06269133610371584
Estonia,2002,Anorexia,0.0754221673273486
Estonia,2002,Bulimia,0.08202089048109938
Estonia,2002,Binge eating disorder,0.06486613539155205
Estonia,2003,Anorexia,0.07552003765315449
Estonia,2003,Bulimia,0.08008582035797567
Estonia,2003,Binge eating disorder,0.07025516318886987
Estonia,2004,Anorexia,0.07373356739125246
Estonia,2004,Bulimia,0.08634404197581141
Estonia,2004,Binge eating disorder,0.06920495923293608
Estonia,2005,Anorexia,0.07511727565153402
Estonia,2005,Bulimia,0.0863835637094654
Estonia,2005,Binge eating disorder,0.0716653043390006
Estonia,2006,Anorexia,0.0784801756417888
Estonia,2006,Bulimia,0.08654878706324745
Estonia,2006,Binge eating disorder,0.07104684879496374
Estonia,2007,Anorexia,0.0865594613440158
Estonia,2007,Bulimia,0.08164094071178823
Estonia,2007,Binge eating disorder,0.07165483224419596
Estonia,2008,Anorexia,0.08395133294363719
Estonia,2008,Bulimia,0.08034090157465215
Estonia,2008,Binge eating disorder,0.07930082648171065
Estonia,2009,Anorexia,0.08681064536056027
Estonia,2009,Bulimia,0.08456849211692004
Estonia,2009,Binge eating disorder,0.0747362543225197
Estonia,2010,Anorexia,0.08338202746169812
Estonia,2010,Bulimia,0.0842814728089526
Estonia,2010,Binge eating disorder,0.08079115002934929
Finland,2000,Anorexia,0.19526607161731474
Finland,2000,Bulimia,0.18886917904178216
Finland,2000,Binge eating disorder,0.1758207089409031
Finland,2001,Anorexia,0.1962594348922589
Finland,2001,Bulimia,0.20968237594066114
Finland,2001,Binge eating disorder,0.1601155991670799
Finland,2002,Anorexia,0.20585174103518056
Finland,2002,Bulimia,0.20375243125877665
Finland,2002,Binge eating disorder,0.16359037700604287
Finland,2003,Anorexia,0.20965057074228768
Finland,2003,Bulimia,0.20136368627320522
Finland,2003,Binge eating disorder,0.16962523868450707
Finland,2004,Anorexia,0.20659399226607675
Finland,2004,Bulimia,0.20359285632643323
Finland,2004,Binge eating disorder,0.17653825090749
Finland,2005,Anorexia,0.19665445112996682
Finland,2005,Bulimia,0.20966618806034612
Finland,2005,Binge eating disorder,0.18361665700968707
Finland,2006,Anorexia,0.20723539281950384
Finland,2006,Bulimia,0.19524438608469086
Finland,2006,Binge eating disorder,0.1891688641958053
Finland,2007,Anorexia,0.21141104360695426
Finland,2007,Bulimia,0.20554046663604372
Finland,2007,Binge eating disorder,0.17421483595700205
Finland,2008,Anorexia,0.2190520794263846
Finland,2008,Bulimia,0.20265935610527538
Finland,2008,Binge eating disorder,0.16904354876833994
Finland,2009,Anorexia,0.20157210754335775
Finland,2009,Bulimia,0.20626300545287848
Finland,2009,Binge eating disorder,0.18215542340376373
Finland,2010,Anorexia,0.20293777022904397
Finland,2010,Bulimia,0.21203891806264646
Finland,2010,Binge eating disorder,0.17613435140830958
France,2000,Anorexia,0.1969372049946749
France,2000,Bulimia,0.17257236092838193
France,2000,Binge eating disorder,0.15874813097694324
France,2001,Anorexia,0.19047950069292394
France,2001,Bulimia,0.18490706028312223
France,2001,Binge eating disorder,0.1556897721239538
France,2002,Anorexia,0.18715989337490233
France,2002,Bulimia,0.18701087195188149
France,2002,Binge eating disorder,0.1610024766732162
France,2003,Anorexia,0.20726072402221932
France,2003,Bulimia,0.18808802580133524
France,2003,Binge eating disorder,0.14394915467644542
France,2004,Anorexia,0.19624073853904483
France,2004,Bulimia,0.17647603487139407
France,2004,Binge eating disorder,0.16990967858956113
France,2005,Anorexia,0.19153638045723098
France,2005,Bulimia,0.19582643536926383
France,2005,Binge eating disorder,0.15862812467350515
France,2006,Anorexia,0.18969136175793735
France,2006,Bulimia,0.19321174386242507
France,2006,Binge eating disorder,0.1660926780796376
France,2007,Anorexia,0.19878381628252798
France,2007,Bulimia,0.1850441138340978
France,2007,Binge eating disorder,0.16689081938337424
France,2008,Anorexia,0.19973677748222482
France,2008,Bulimia,0.1942398326666274
France,2008,Binge eating disorder,0.16008738815114779
France,2009,Anorexia,0.18400607058541224
France,2009,Bulimia,0.19751406697190113
France,2009,Binge eating disorder,0.17408213014268664
France,2010,Anorexia,0.20012332551285011
France,2010,Bulimia,0.1989195818156656
France,2010,Binge eating disorder,0.15857875507148425
Germany,2000,Anorexia,0.16545082697824037
Germany,2000,Bulimia,0.17159330314514992
Germany,2000,Binge eating disorder,0.14919550647660978
Germany,2001,Anorexia,0.1776055012111181
Germany,2001,Bulimia,0.16652493377893182
Germany,2001,Binge eating disorder,0.1445894148099501
Germany,2002,Anorexia,0.1673483443433373
Germany,2002,Bulimia,0.16507508585769076
Germany,2002,Binge eating disorder,0.15930255179897188
Germany,2003,Anorexia,0.1580988394675583
Germany,2003,Bulimia,0.18449589647428705
Germany,2003,Binge eating disorder,0.15129385695815464
Germany,2004,Anorexia,0.1700603733699685
Germany,2004,Bulimia,0.17055011553608895
Germany,2004,Binge eating disorder,0.15569947439394255
Germany,2005,Anorexia,0.180976543571363
Germany,2005,Bulimia,0.167403121758635
Germany,2005,Binge eating disorder,0.15112513587000193
Germany,2006,Anorexia,0.17091915260747573
Germany,2006,Bulimia,0.1761266970190229
Germany,2006,Binge eating disorder,0.15464021697350136
Germany,2007,Anorexia,0.1831388191867872
Germany,2007,Bulimia,0.17058997496196004
Germany,2007,Binge eating disorder,0.15182482305125278
Germany,2008,Anorexia,0.15489626732369285
Germany,2008,Bulimia,0.1840901259741728
Germany,2008,Binge eating disorder,0.17037260560213444
Germany,2009,Anorexia,0.18801261807948488
Germany,2009,Bulimia,0.1831438994019101
Germany,2009,Binge eating disorder,0.14161758171860503
Germany,2010,Anorexia,0.18179895614068306
Germany,2010,Bulimia,0.17771164400329334
Germany,2010,Binge eating disorder,0.15585905405602368
Greece,2000,Anorexia,0.18780842323780786
Greece,2000,Bulimia,0.19120282260644017
Greece,2000,Binge eating disorder,0.14797254175575192
Greece,2001,Anorexia,0.18327095305689567
Greece,2001,Bulimia,0.18010153046232286
Greece,2001,Binge eating disorder,0.1702432952807814
Greece,2002,Anorexia,0.18734980658169378
Greece,2002,Bulimia,0.19490005924340564
Greece,2002,Binge eating disorder,0.15949932857490062
Greece,2003,Anorexia,0.20573770072317613
Greece,2003,Bulimia,0.18055762380319995
Greece,2003,Binge eating disorder,0.1640236039736239
Greece,2004,Anorexia,0.19196286736185664
Greece,2004,Bulimia,0.18888191759175235
Greece,2004,Binge eating disorder,0.176872453046391
Greece,2005,Anorexia,0.20866607345228713
Greece,2005,Bulimia,0.18491555923038935
Greece,2005,Binge eating disorder,0.16962551081732355
Greece,2006,Anorexia,0.20571357422423708
Greece,2006,Bulimia,0.19635989864693665
Greece,2006,Binge eating disorder,0.16487028062882636
Greece,2007,Anorexia,0.2100074819282869
Greece,2007,Bulimia,0.19812722730626842
Greece,2007,Binge eating disorder,0.16260600566544473
Greece,2008,Anorexia,0.2037807336113037
Greece,2008,Bulimia,0.1996440182385612
Greece,2008,Binge eating disorder,0.17051465405013516
Greece,2009,Anorexia,0.20468988952007117
Greece,2009,Bulimia,0.20459152576296455
Greece,2009,Binge eating disorder,0.1661190997169642
Greece,2010,Anorexia,0.20250755829838143
Greece,2010,Bulimia,0.19807754629423188
Greece,2010,Binge eating disorder,0.17568262440738666
Hungary,2000,Anorexia,0.07402404795018015
Hungary,2000,Bulimia,0.06725421112607283
Hungary,2000,Binge eating disorder,0.06101591552374701
Hungary,2001,Anorexia,0.07289004047110732
Hungary,2001,Bulimia,0.0675764077143757
Hungary,2001,Binge eating disorder,0.06374176931451694
Hungary,2002,Anorexia,0.07526212929326584
Hungary,2002,Bulimia,0.07445100182483363
Hungary,2002,Binge eating disorder,0.05770716108190052
Hungary,2003,Anorexia,0.074064062018082
Hungary,2003,Bulimia,0.07651691550997143
Hungary,2003,Binge eating disorder,0.06029045147194659
Hungary,2004,Anorexia,0.07373312115563321
Hungary,2004,Bulimia,0.0715367104703414
Hungary,2004,Binge eating disorder,0.0687390495740254
Hungary,2005,Anorexia,0.07332418096411789
Hungary,2005,Bulimia,0.07666489099326372
Hungary,2005,Binge eating disorder,0.06675614694261839
Hungary,2006,Anorexia,0.07406675859179544
Hungary,2006,Bulimia,0.07957848123219903
Hungary,2006,Binge eating disorder,0.06531613917600554
Hungary,2007,Anorexia,0.080825571503121
Hungary,2007,Bulimia,0.07351567904623037
