country,year,disorder,value
Croatia,2005,Cannabis use disorder,0.2632341159748905
Croatia,2005,Stimulant use disorder,0.20256476078826388
Croatia,2006,Opioid use disorder,0.2886500730435639
Croatia,2006,Cannabis use disorder,0.26651353681797546
Croatia,2006,Stimulant use disorder,0.21116288383846069
Croatia,2007,Opioid use disorder,0.3148878307856357
Croatia,2007,Cannabis use disorder,0.27029222822970156
Croatia,2007,Stimulant use disorder,0.18120398958466272
Croatia,2008,Opioid use disorder,0.30810696142223104
Croatia,2008,Cannabis use disorder,0.2648666159916893
Croatia,2008,Stimulant use disorder,0.19290446578607973
Croatia,2009,Opioid use disorder,0.3077231694317544
Croatia,2009,Cannabis use disorder,0.25782546624805924
Croatia,2009,Stimulant use disorder,0.19777228672018637
Croatia,2010,Opioid use disorder,0.3046312862698388
Croatia,2010,Cannabis use disorder,0.27487676441761794
Croatia,2010,Stimulant use disorder,0.18168433291254324
Cyprus,2000,Opioid use disorder,0.2317579107502602
Cyprus,2000,Cannabis use disorder,0.20018512451202938
Cyprus,2000,Stimulant use disorder,0.1449828988377105
Cyprus,2001,Opioid use disorder,0.2174015090258556
Cyprus,2001,Cannabis use disorder,0.21232730756840132
Cyprus,2001,Stimulant use disorder,0.1474460254057431
Cyprus,2002,Opioid use disorder,0.24183557689716412
Cyprus,2002,Cannabis use disorder,0.19993988505250765
Cyprus,2002,Stimulant use disorder,0.13417960845032822
Cyprus,2003,Opioid use disorder,0.2276495174267049
Cyprus,2003,Cannabis use disorder,0.2042857695806108
Cyprus,2003,Stimulant use disorder,0.14245630179268434
Cyprus,2004,Opioid use disorder,0.22395747231715665
Cyprus,2004,Cannabis use disorder,0.20181936260851552
Cyprus,2004,Stimulant use disorder,0.1466861089743278
Cyprus,2005,Opioid use disorder,0.24559483544439153
Cyprus,2005,Cannabis use disorder,0.1902923326618145
Cyprus,2005,Stimulant use disorder,0.13579513529379397
Cyprus,2006,Opioid use disorder,0.2228780357244633
Cyprus,2006,Cannabis use disorder,0.20620172540824933
Cyprus,2006,Stimulant use disorder,0.13995573186728733
Cyprus,2007,Opioid use disorder,0.2191639512265138
Cyprus,2007,Cannabis use disorder,0.20604653399621195
Cyprus,2007,Stimulant use disorder,0.1399764640772742
Cyprus,2008,Opioid use disorder,0.21349760648756602
Cyprus,2008,Cannabis use disorder,0.19433238456419547
Cyprus,2008,Stimulant use disorder,0.15290476694823857
Cyprus,2009,Opioid use disorder,0.22020834710055343
Cyprus,2009,Cannabis use disorder,0.20441184913721394
Cyprus,2009,Stimulant use disorder,0.13299668256223268
Cyprus,2010,Opioid use disorder,0.22384187626927923
Cyprus,2010,Cannabis use disorder,0.19427328881516556
Cyprus,2010,Stimulant use disorder,0.13788857681555522
Czech Republic,2000,Opioid use disorder,0.3445610151140383
Czech Republic,2000,Cannabis use disorder,0.3094278475869514
Czech Republic,2000,Stimulant use disorder,0.21180771809901025
Czech Republic,2001,Opioid use disorder,0.33488415321171183
Czech Republic,2001,Cannabis use disorder,0.3058584455956559
Czech Republic,2001,Stimulant use disorder,0.23462621019263216
Czech Republic,2002,Opioid use disorder,0.35588025410878493
Czech Republic,2002,Cannabis use disorder,0.3051492077831116
Czech Republic,2002,Stimulant use disorder,0.22256310870810347
Czech Republic,2003,Opioid use disorder,0.35875393902803926
Czech Republic,2003,Cannabis use disorder,0.30595802547541
Czech Republic,2003,Stimulant use disorder,0.22917971509655083
Czech Republic,2004,Opioid use disorder,0.3354328766587087
Czech Republic,2004,Cannabis use disorder,0.33674123462425
Czech Republic,2004,Stimulant use disorder,0.2281743195170414
Czech Republic,2005,Opioid use disorder,0.36519589509503614
Czech Republic,2005,Cannabis use disorder,0.31883268840326856
Czech Republic,2005,Stimulant use disorder,0.22158082880169525
Czech Republic,2006,Opioid use disorder,0.3638135898594929
Czech Republic,2006,Cannabis use disorder,0.32429882124754994
Czech Republic,2006,Stimulant use disorder,0.21938869009295722
Czech Republic,2007,Opioid use disorder,0.36270526987506785
Czech Republic,2007,Cannabis use disorder,0.32344624804258
Czech Republic,2007,Stimulant use disorder,0.22097740128235224
Czech Republic,2008,Opioid use disorder,0.3425377525355347
Czech Republic,2008,Cannabis use disorder,0.3358873590981688
Czech Republic,2008,Stimulant use disorder,0.2271179052662964
Czech Republic,2009,Opioid use disorder,0.35566750705897077
Czech Republic,2009,Cannabis use disorder,0.31834322055885167
Czech Republic,2009,Stimulant use disorder,0.22913579128217765
Czech Republic,2010,Opioid use disorder,0.3500256408000457
Czech Republic,2010,Cannabis use disorder,0.296829381063162
Czech Republic,2010,Stimulant use disorder,0.25688529113679226
Denmark,2000,Opioid use disorder,0.3385106791949851
Denmark,2000,Cannabis use disorder,0.3074517063531948
Denmark,2000,Stimulant use disorder,0.20453504145182003
Denmark,2001,Opioid use disorder,0.35280569915187715
Denmark,2001,Cannabis use disorder,0.2819609083809276
Denmark,2001,Stimulant use disorder,0.2152390203671954
Denmark,2002,Opioid use disorder,0.3252677987533524
Denmark,2002,Cannabis use disorder,0.29662015438599343
Denmark,2002,Stimulant use disorder,0.22869656626065435
Denmark,2003,Opioid use disorder,0.3382176245170496
Denmark,2003,Cannabis use disorder,0.2998907095394877
Denmark,2003,Stimulant use disorder,0.2137241683434627
Denmark,2004,Opioid use disorder,0.3218119400000901
Denmark,2004,Cannabis use disorder,0.29967768282420787
Denmark,2004,Stimulant use disorder,0.23097765497570197
Denmark,2005,Opioid use disorder,0.34595278814561287
Denmark,2005,Cannabis use disorder,0.2794127104253081
Denmark,2005,Stimulant use disorder,0.22710370632907897
Denmark,2006,Opioid use disorder,0.3490792955840158
Denmark,2006,Cannabis use disorder,0.3077781698655326
Denmark,2006,Stimulant use disorder,0.19357694145045162
Denmark,2007,Opioid use disorder,0.32615630889420183
Denmark,2007,Cannabis use disorder,0.29970285389515894
Denmark,2007,Stimulant use disorder,0.22288336611063922
Denmark,2008,Opioid use disorder,0.36384806478653703
Denmark,2008,Cannabis use disorder,0.2814253853564555
Denmark,2008,Stimulant use disorder,0.20326479815700754
Denmark,2009,Opioid use disorder,0.3415460369172736
Denmark,2009,Cannabis use disorder,0.2997425306997376
Denmark,2009,Stimulant use disorder,0.2078242573829888
Denmark,2010,Opioid use disorder,0.33010409207062796
Denmark,2010,Cannabis use disorder,0.30351850592868695
Denmark,2010,Stimulant use disorder,0.21587375490068517
Estonia,2000,Opioid use disorder,0.4052107286636465
Estonia,2000,Cannabis use disorder,0.3521313898512602
Estonia,2000,Stimulant use disorder,0.21793885068509336
Estonia,2001,Opioid use disorder,0.40517845958236454
Estonia,2001,Cannabis use disorder,0.34671720697100006
Estonia,2001,Stimulant use disorder,0.24479257564663542
Estonia,2002,Opioid use disorder,0.4090101053403591
Estonia,2002,Cannabis use disorder,0.3615420355808115
Estonia,2002,Stimulant use disorder,0.2534323040788293
Estonia,2003,Opioid use disorder,0.41616218588619047
Estonia,2003,Cannabis use disorder,0.3844933894210253
Estonia,2003,Stimulant use disorder,0.25185344169278423
Estonia,2004,Opioid use disorder,0.4212334667099038
Estonia,2004,Cannabis use disorder,0.3964356678386779
Estonia,2004,Stimulant use disorder,0.25877701145141846
Estonia,2005,Opioid use disorder,0.45613161505272837
Estonia,2005,Cannabis use disorder,0.3664170684198593
Estonia,2005,Stimulant use disorder,0.27366132152741246
Estonia,2006,Opioid use disorder,0.4392952083466438
Estonia,2006,Cannabis use disorder,0.37228177462498285
Estonia,2006,Stimulant use disorder,0.29596707202837336
Estonia,2007,Opioid use disorder,0.4581481632652288
Estonia,2007,Cannabis use disorder,0.38322744442703277
Estonia,2007,Stimulant use disorder,0.27335488230773836
Estonia,2008,Opioid use disorder,0.4580836683060942
Estonia,2008,Cannabis use disorder,0.4068054360201642
Estonia,2008,Stimulant use disorder,0.2545389256737415
Estonia,2009,Opioid use disorder,0.46332559636427995
Estonia,2009,Cannabis use disorder,0.3763090304615148
Estonia,2009,Stimulant use disorder,0.28314631517420524
Estonia,2010,Opioid use disorder,0.4374631007026464
Estonia,2010,Cannabis use disorder,0.4007636917377317
Estonia,2010,Stimulant use disorder,0.28799540355962194
Finland,2000,Opioid use disorder,0.29809755330844173
Finland,2000,Cannabis use disorder,0.3094656815467863
Finland,2000,Stimulant use disorder,0.20056477864477204
Finland,2001,Opioid use disorder,0.31602215035405223
Finland,2001,Cannabis use disorder,0.29852515369366617
Finland,2001,Stimulant use disorder,0.20452320865228146
Finland,2002,Opioid use disorder,0.3482671248923039
Finland,2002,Cannabis use disorder,0.29360203543269336
Finland,2002,Stimulant use disorder,0.19371342337500286
Finland,2003,Opioid use disorder,0.31866485764701147
Finland,2003,Cannabis use disorder,0.3166414271128183
Finland,2003,Stimulant use disorder,0.21987752854017037
Finland,2004,Opioid use disorder,0.33640045544463304
Finland,2004,Cannabis use disorder,0.29519828509183943
Finland,2004,Stimulant use disorder,0.2416387956635276
Finland,2005,Opioid use disorder,0.3332305181123341
Finland,2005,Cannabis use disorder,0.32873536916365087
Finland,2005,Stimulant use disorder,0.2246815111240149
Finland,2006,Opioid use disorder,0.36971500503553023
Finland,2006,Cannabis use disorder,0.29666872552537776
Finland,2006,Stimulant use disorder,0.22483022763909202
Finland,2007,Opioid use disorder,0.3529639683680034
Finland,2007,Cannabis use disorder,0.28856046876095065
Finland,2007,Stimulant use disorder,0.2441423178710459
Finland,2008,Opioid use disorder,0.3529701599444703
Finland,2008,Cannabis use disorder,0.31433800476253676
Finland,2008,Stimulant use disorder,0.21153191359299292
Finland,2009,Opioid use disorder,0.3307692110806769
Finland,2009,Cannabis use disorder,0.320703880795135
Finland,2009,Stimulant use disorder,0.22344627932418798
Finland,2010,Opioid use disorder,0.3779757687680093
Finland,2010,Cannabis use disorder,0.2784506988668417
Finland,2010,Stimulant use disorder,0.220655174865149
France,2000,Opioid use disorder,0.4242279690364568
France,2000,Cannabis use disorder,0.37375929340876346
France,2000,Stimulant use disorder,0.26468442855477975
France,2001,Opioid use disorder,0.39006908668872503
France,2001,Cannabis use disorder,0.38906542788187876
France,2001,Stimulant use disorder,0.2966997784293963
France,2002,Opioid use disorder,0.42629235076624766
France,2002,Cannabis use disorder,0.3952081639395793
France,2002,Stimulant use disorder,0.27545411729417313
France,2003,Opioid use disorder,0.4550576987581524
France,2003,Cannabis use disorder,0.3860543828194107
France,2003,Stimulant use disorder,0.2794896574224369
France,2004,Opioid use disorder,0.4267736553711547
France,2004,Cannabis use disorder,0.4275562634800673
France,2004,Stimulant use disorder,0.2904767301487779
France,2005,Opioid use disorder,0.4654361296569928
France,2005,Cannabis use disorder,0.41268806914609923
France,2005,Stimulant use disorder,0.2844687191969081
France,2006,Opioid use disorder,0.46707085962330347
France,2006,Cannabis use disorder,0.4109320741265489
France,2006,Stimulant use disorder,0.30053370225014775
France,2007,Opioid use disorder,0.48488687921185186
France,2007,Cannabis use disorder,0.4121852034153652
France,2007,Stimulant use disorder,0.2961226393727831
France,2008,Opioid use disorder,0.48334190159794
France,2008,Cannabis use disorder,0.4272219743933662
France,2008,Stimulant use disorder,0.2961969330086936
France,2009,Opioid use disorder,0.47752841080809244
France,2009,Cannabis use disorder,0.4229372786002754
France,2009,Stimulant use disorder,0.315938582591632
France,2010,Opioid use disorder,0.48729850883329295
France,2010,Cannabis use disorder,0.4253628429669188
France,2010,Stimulant use disorder,0.30788908919978825
Germany,2000,Opioid use disorder,0.3265450940748955
Germany,2000,Cannabis use disorder,0.28552689481737625
Germany,2000,Stimulant use disorder,0.20340931950772825
Germany,2001,Opioid use disorder,0.3287374638404755
Germany,2001,Cannabis use disorder,0.29761081729109723
Germany,2001,Stimulant use disorder,0.20069493426842738
Germany,2002,Opioid use disorder,0.3215274918036875
Germany,2002,Cannabis use disorder,0.2966382140541569
Germany,2002,Stimulant use disorder,0.2202031612421555
Germany,2003,Opioid use disorder,0.34234029214763406
Germany,2003,Cannabis use disorder,0.303855431174314
Germany,2003,Stimulant use disorder,0.20391851197805191
Germany,2004,Opioid use disorder,0.3847823760538313
Germany,2004,Cannabis use disorder,0.27017318429188397
Germany,2004,Stimulant use disorder,0.20442399905428474
Germany,2005,Opioid use disorder,0.3507753565487172
Germany,2005,Cannabis use disorder,0.31530501626184143
Germany,2005,Stimulant use disorder,0.2024014157894413
Germany,2006,Opioid use disorder,0.3399290605421944
Germany,2006,Cannabis use disorder,0.3279094892998729
Germany,2006,Stimulant use disorder,0.20802562985793274
Germany,2007,Opioid use disorder,0.36172479090705645
Germany,2007,Cannabis use disorder,0.30174813658829425
Germany,2007,Stimulant use disorder,0.2209099489046494
Germany,2008,Opioid use disorder,0.35800416666299395
Germany,2008,Cannabis use disorder,0.314817184117227
Germany,2008,Stimulant use disorder,0.2208614238197791
Germany,2009,Opioid use disorder,0.35418219810456775
Germany,2009,Cannabis use disorder,0.3048475639173368
Germany,2009,Stimulant use disorder,0.2407875608780954
Germany,2010,Opioid use disorder,0.35300669057017237
Germany,2010,Cannabis use disorder,0.3250770568972796
Germany,2010,Stimulant use disorder,0.22481456523254797
Greece,2000,Opioid use disorder,0.19666374746864262
Greece,2000,Cannabis use disorder,0.16429618171252927
Greece,2000,Stimulant use disorder,0.12787099741882813
Greece,2001,Opioid use disorder,0.1848293154102221
Greece,2001,Cannabis use disorder,0.19194173233876374
Greece,2001,Stimulant use disorder,0.10906747485101416
Greece,2002,Opioid use disorder,0.18152515546105064
Greece,2002,Cannabis use disorder,0.17208827661775594
Greece,2002,Stimulant use disorder,0.13193791772119343
Greece,2003,Opioid use disorder,0.18733853588910446
Greece,2003,Cannabis use disorder,0.1749349587051198
Greece,2003,Stimulant use disorder,0.1228103307057757
Greece,2004,Opioid use disorder,0.18056019673536183
Greece,2004,Cannabis use disorder,0.18017896260267532
Greece,2004,Stimulant use disorder,0.1258113993619629
Greece,2005,Opioid use disorder,0.19161028702475277
Greece,2005,Cannabis use disorder,0.17459533151098516
Greece,2005,Stimulant use disorder,0.12134057156426208
Greece,2006,Opioid use disorder,0.19939178726278683
Greece,2006,Cannabis use disorder,0.1783863626184512
Greece,2006,Stimulant use disorder,0.11419114011876197
Greece,2007,Opioid use disorder,0.20170446162040598
Greece,2007,Cannabis use disorder,0.18360430091334212
Greece,2007,Stimulant use disorder,0.11454916196625198
Greece,2008,Opioid use disorder,0.19232770350348713
Greece,2008,Cannabis use disorder,0.18104375791359012
Greece,2008,Stimulant use disorder,0.1361828442829228
Greece,2009,Opioid use disorder,0.19954216484099
Greece,2009,Cannabis use disorder,0.18880572921575156
Greece,2009,Stimulant use disorder,0.13051251384325843
Greece,2010,Opioid use disorder,0.21596441518938794
Greece,2010,Cannabis use disorder,0.18908965618699386
Greece,2010,Stimulant use disorder,0.1199093982236181
Hungary,2000,Opioid use disorder,0.25891049056764737
Hungary,2000,Cannabis use disorder,0.21786361077419797
Hungary,2000,Stimulant use disorder,0.16331788475815462
Hungary,2001,Opioid use disorder,0.2728689723141773
Hungary,2001,Cannabis use disorder,0.2086832793039965
Hungary,2001,Stimulant use disorder,0.16310992338182623
Hungary,2002,Opioid use disorder,0.27338496266170775
Hungary,2002,Cannabis use disorder,0.22715336078296508
Hungary,2002,Stimulant use disorder,0.15145817325532726
Hungary,2003,Opioid use disorder,0.24141667157905014
Hungary,2003,Cannabis use disorder,0.2364904790515749
Hungary,2003,Stimulant use disorder,0.18371399756937484
Hungary,2004,Opioid use disorder,0.27638435630233377
Hungary,2004,Cannabis use disorder,0.21313637069547936
Hungary,2004,Stimulant use disorder,0.181858603602187
Hungary,2005,Opioid use disorder,0.26761845665148803
Hungary,2005,Cannabis use disorder,0.243808380149963
Hungary,2005,Stimulant use disorder,0.16915650319854894
Hungary,2006,Opioid use disorder,0.2667593827368613
Hungary,2006,Cannabis use disorder,0.26318423669506175
Hungary,2006,Stimulant use disorder,0.160799202268077
Hungary,2007,Opioid use disorder,0.2742676142567558
Hungary,2007,Cannabis use disorder,0.2509301805805036
Hungary,2007,Stimulant use disorder,0.17619806146274067
Hungary,2008,Opioid use disorder,0.2875976592267139
Hungary,2008,Cannabis use disorder,0.24239929058948373
Hungary,2008,Stimulant use disorder,0.18277171138380255
Hungary,2009,Opioid use disorder,0.2793838511784725
Hungary,2009,Cannabis use disorder,0.2619300201207765
Hungary,2009,Stimulant use disorder,0.17800292520075114
Hungary,2010,Opioid use disorder,0.29289213991923685
Hungary,2010,Cannabis use disorder,0.2396106443873941
Hungary,2010,Stimulant use disorder,0.19042069999336897
Iceland,2000,Opioid use disorder,0.2822056257442673
Iceland,2000,Cannabis use disorder,0.24862608894416188
Iceland,2000,Stimulant use disorder,0.16901889991157087
Iceland,2001,Opioid use disorder,0.28914132781413665
Iceland,2001,Cannabis use disorder,0.23498230034397044
Iceland,2001,Stimulant use disorder,0.17499778504189295
Iceland,2002,Opioid use disorder,0.285139446924859
Iceland,2002,Cannabis use disorder,0.239135297191358
Iceland,2002,Stimulant use disorder,0.17512895198378295
Iceland,2003,Opioid use disorder,0.2879120781447842
Iceland,2003,Cannabis use disorder,0.24141969585439274
Iceland,2003,Stimulant use disorder,0.17222922690082304
Iceland,2004,Opioid use disorder,0.2837983412811059
Iceland,2004,Cannabis use disorder,0.24878677983757796
Iceland,2004,Stimulant use disorder,0.16953828488131598
Iceland,2005,Opioid use disorder,0.2804169197034561
Iceland,2005,Cannabis use disorder,0.24419444826544123
Iceland,2005,Stimulant use disorder,0.1776866855311027
Iceland,2006,Opioid use disorder,0.2863612996428488
Iceland,2006,Cannabis use disorder,0.23038960840248285
Iceland,2006,Stimulant use disorder,0.18354897245466836
Iceland,2007,Opioid use disorder,0.2759624878115423
Iceland,2007,Cannabis use disorder,0.24473863291417228
Iceland,2007,Stimulant use disorder,0.1757395156742854
Iceland,2008,Opioid use disorder,0.27113048051533456
Iceland,2008,Cannabis use disorder,0.2418691034447167
Iceland,2008,Stimulant use disorder,0.17753544273994878
Iceland,2009,Opioid use disorder,0.2569310058942891
Iceland,2009,Cannabis use disorder,0.24715315482343256
Iceland,2009,Stimulant use disorder,0.1813388726822784
Iceland,2010,Opioid use disorder,0.2592456441017562
Iceland,2010,Cannabis use disorder,0.2501592727917937
Iceland,2010,Stimulant use disorder,0.17216324790645016
Ireland,2000,Opioid use disorder,0.42428613286242134
Ireland,2000,Cannabis use disorder,0.3546665020585977
Ireland,2000,Stimulant use disorder,0.25937364707898103
Ireland,2001,Opioid use disorder,0.43417326462680206
Ireland,2001,Cannabis use disorder,0.36050349510522084
Ireland,2001,Stimulant use disorder,0.2579109562679771
Ireland,2002,Opioid use disorder,0.4454789308233799
Ireland,2002,Cannabis use disorder,0.356374271281977
Ireland,2002,Stimulant use disorder,0.2728709078946431
Ireland,2003,Opioid use disorder,0.42951316645884824
Ireland,2003,Cannabis use disorder,0.38242310997497386
Ireland,2003,Stimulant use disorder,0.284130432566178
Ireland,2004,Opioid use disorder,0.4189077894344631
Ireland,2004,Cannabis use disorder,0.4205367310608092
Ireland,2004,Stimulant use disorder,0.27444070050472785
Ireland,2005,Opioid use disorder,0.42986705442612705
Ireland,2005,Cannabis use disorder,0.4173994235557032
Ireland,2005,Stimulant use disorder,0.27379179301816975
Ireland,2006,Opioid use disorder,0.45193786828057153
Ireland,2006,Cannabis use disorder,0.3766807592108856
Ireland,2006,Stimulant use disorder,0.2865413485085427
Ireland,2007,Opioid use disorder,0.4337733460927179
Ireland,2007,Cannabis use disorder,0.38356743070553057
Ireland,2007,Stimulant use disorder,0.2847162612017516
Ireland,2008,Opioid use disorder,0.4505300753244999
Ireland,2008,Cannabis use disorder,0.3552873095139736
Ireland,2008,Stimulant use disorder,0.28127740416152663
Ireland,2009,Opioid use disorder,0.447040651682748
Ireland,2009,Cannabis use disorder,0.3743964173130341
Ireland,2009,Stimulant use disorder,0.25151230300421795
Ireland,2010,Opioid use disorder,0.42927487657625574
Ireland,2010,Cannabis use disorder,0.37103449910595937
Ireland,2010,Stimulant use disorder,0.264714415317785
Italy,2000,Opioid use disorder,0.540857977525036
Italy,2000,Cannabis use disorder,0.49930852264322817
Italy,2000,Stimulant use disorder,0.36556572383173597
Italy,2001,Opioid use disorder,0.5529348211486906
Italy,2001,Cannabis use disorder,0.495247182108778
Italy,2001,Stimulant use disorder,0.3701175197425314
Italy,2002,Opioid use disorder,0.5658519926293785
Italy,2002,Cannabis use disorder,0.4983522712484855
Italy,2002,Stimulant use disorder,0.3742159941221361
Italy,2003,Opioid use disorder,0.5597766182167133
Italy,2003,Cannabis use disorder,0.5234469549207283
Italy,2003,Stimulant use disorder,0.37624346286255833
Italy,2004,Opioid use disorder,0.5974475262691659
Italy,2004,Cannabis use disorder,0.49861423804202687
Italy,2004,Stimulant use disorder,0.37861059368880723
Italy,2005,Opioid use disorder,0.5756276573782212
Italy,2005,Cannabis use disorder,0.5422763787360083
Italy,2005,Stimulant use disorder,0.35839463588577064
Italy,2006,Opioid use disorder,0.5909130049243325
Italy,2006,Cannabis use disorder,0.5218621018398663
Italy,2006,Stimulant use disorder,0.34915942723580135
Italy,2007,Opioid use disorder,0.588333349518496
Italy,2007,Cannabis use disorder,0.5272577880766474
Italy,2007,Stimulant use disorder,0.32172528640485665
Italy,2008,Opioid use disorder,0.5974220510566135
Italy,2008,Cannabis use disorder,0.48629759126817107
Italy,2008,Stimulant use disorder,0.3240877846752154
Italy,2009,Opioid use disorder,0.553598413161851
Italy,2009,Cannabis use disorder,0.48903636080656243
Italy,2009,Stimulant use disorder,0.3356136650315865
Italy,2010,Opioid use disorder,0.5151914726745156
Italy,2010,Cannabis use disorder,0.49643195543935104
Italy,2010,Stimulant use disorder,0.3433730508861333
Latvia,2000,Opioid use disorder,0.3397104405738035
Latvia,2000,Cannabis use disorder,0.3324375674334401
Latvia,2000,Stimulant use disorder,0.23042041689275633
Latvia,2001,Opioid use disorder,0.34803990368434523
Latvia,2001,Cannabis use disorder,0.3250392115321178
Latvia,2001,Stimulant use disorder,0.23925673848353693
Latvia,2002,Opioid use disorder,0.36252654004885454
Latvia,2002,Cannabis use disorder,0.33466384326798354
Latvia,2002,Stimulant use disorder,0.2344588628831619
Latvia,2003,Opioid use disorder,0.3851492727768903
Latvia,2003,Cannabis use disorder,0.33224449245266147
Latvia,2003,Stimulant use disorder,0.23864526477044812
Latvia,2004,Opioid use disorder,0.4088128184077371
Latvia,2004,Cannabis use disorder,0.3130965270612822
Latvia,2004,Stimulant use disorder,0.2550946317309807
Latvia,2005,Opioid use disorder,0.3861233729211478
Latvia,2005,Cannabis use disorder,0.3450251397244571
Latvia,2005,Stimulant use disorder,0.2587977925543951
Latvia,2006,Opioid use disorder,0.43095130346458954
Latvia,2006,Cannabis use disorder,0.33194351237814046
Latvia,2006,Stimulant use disorder,0.23443863795727005
Latvia,2007,Opioid use disorder,0.41185945901884663
Latvia,2007,Cannabis use disorder,0.35505179881723087
Latvia,2007,Stimulant use disorder,0.23810923116392263
Latvia,2008,Opioid use disorder,0.38836295003162746
Latvia,2008,Cannabis use disorder,0.35345296754208916
Latvia,2008,Stimulant use disorder,0.26937204942628323
Latvia,2009,Opioid use disorder,0.380809284100619
Latvia,2009,Cannabis use disorder,0.3475642339201355
Latvia,2009,Stimulant use disorder,0.2885788219792456
Latvia,2010,Opioid use disorder,0.4236419316428765
Latvia,2010,Cannabis use disorder,0.33871944662528136
Latvia,2010,Stimulant use disorder,0.2596555807318419
Lithuania,2000,Opioid use disorder,0.21976762724244256
Lithuania,2000,Cannabis use disorder,0.19425483805058
Lithuania,2000,Stimulant use disorder,0.13377766770697738
Lithuania,2001,Opioid use disorder,0.22163854334678282
Lithuania,2001,Cannabis use disorder,0.1846767571426374
Lithuania,2001,Stimulant use disorder,0.1445799059105798
Lithuania,2002,Opioid use disorder,0.21288814095516664
Lithuania,2002,Cannabis use disorder,0.1959092773655876
Lithuania,2002,Stimulant use disorder,0.14801611037924575
Lithuania,2003,Opioid use disorder,0.21825008038354646
Lithuania,2003,Cannabis use disorder,0.21561531024865543
Lithuania,2003,Stimulant use disorder,0.13145831696779803
Lithuania,2004,Opioid use disorder,0.21191288148609524
Lithuania,2004,Cannabis use disorder,0.2154881982003425
Lithuania,2004,Stimulant use disorder,0.14599352871356225
Lithuania,2005,Opioid use disorder,0.252876461520999
Lithuania,2005,Cannabis use disorder,0.18429909674823955
Lithuania,2005,Stimulant use disorder,0.14086846763076147
Lithuania,2006,Opioid use disorder,0.22821187410488813
Lithuania,2006,Cannabis use disorder,0.2062422689152557
Lithuania,2006,Stimulant use disorder,0.14388611947985616
Lithuania,2007,Opioid use disorder,0.23274169208793158
Lithuania,2007,Cannabis use disorder,0.1975806979229386
Lithuania,2007,Stimulant use disorder,0.14770353078912987
Lithuania,2008,Opioid use disorder,0.23195057192861326
Lithuania,2008,Cannabis use disorder,0.19346458730975322
Lithuania,2008,Stimulant use disorder,0.1512640480616336
Lithuania,2009,Opioid use disorder,0.22999605320788757
Lithuania,2009,Cannabis use disorder,0.20103647314985065
Lithuania,2009,Stimulant use disorder,0.14468372444226174
Lithuania,2010,Opioid use disorder,0.23234957266496
Lithuania,2010,Cannabis use disorder,0.20481129699846465
Lithuania,2010,Stimulant use disorder,0.13862956063657536
Luxembourg,2000,Opioid use disorder,0.4218528527395886
Luxembourg,2000,Cannabis use disorder,0.35971346493945583
Luxembourg,2000,Stimulant use disorder,0.25910557232095566
Luxembourg,2001,Opioid use disorder,0.39894457271331274
Luxembourg,2001,Cannabis use disorder,0.35882968284582356
Luxembourg,2001,Stimulant use disorder,0.2752578914408636
Luxembourg,2002,Opioid use disorder,0.4205802271048358
Luxembourg,2002,Cannabis use disorder,0.3286949608483241
Luxembourg,2002,Stimulant use disorder,0.2695302830468402
Luxembourg,2003,Opioid use disorder,0.40988830845798346
Luxembourg,2003,Cannabis use disorder,0.33153778482294743
Luxembourg,2003,Stimulant use disorder,0.2601301117190691
Luxembourg,2004,Opioid use disorder,0.3738234343489041
Luxembourg,2004,Cannabis use disorder,0.3492772551556264
Luxembourg,2004,Stimulant use disorder,0.2608930049954695
Luxembourg,2005,Opioid use disorder,0.40421820488972865
Luxembourg,2005,Cannabis use disorder,0.31219824113968214
Luxembourg,2005,Stimulant use disorder,0.25919281597058924
Luxembourg,2006,Opioid use disorder,0.3778906079049666
Luxembourg,2006,Cannabis use disorder,0.35511700608334373
Luxembourg,2006,Stimulant use disorder,0.23997867231168957
Luxembourg,2007,Opioid use disorder,0.3785502505305948
Luxembourg,2007,Cannabis use disorder,0.3475394120596647
Luxembourg,2007,Stimulant use disorder,0.24344774430974056
Luxembourg,2008,Opioid use disorder,0.36758881443263425
Luxembourg,2008,Cannabis use disorder,0.35444860585814186
Luxembourg,2008,Stimulant use disorder,0.24345115080922386
Luxembourg,2009,Opioid use disorder,0.3896547148412572
Luxembourg,2009,Cannabis use disorder,0.31802195316741205
Luxembourg,2009,Stimulant use disorder,0.25390098919133075
Luxembourg,2010,Opioid use disorder,0.4098830260056333
Luxembourg,2010,Cannabis use disorder,0.31546531218228074
Luxembourg,2010,Stimulant use disorder,0.23244136061208592
Malta,2000,Opioid use disorder,0.3470839477109347
Malta,2000,Cannabis use disorder,0.2693953260581334
Malta,2000,Stimulant use disorder,0.19296971543093192
Malta,2001,Opioid use disorder,0.33765529849119724
Malta,2001,Cannabis use disorder,0.2773527724709708
Malta,2001,Stimulant use disorder,0.20323386223783202
Malta,2002,Opioid use disorder,0.30774286845251747
Malta,2002,Cannabis use disorder,0.2975344964499508
Malta,2002,Stimulant use disorder,0.22033953199753178
Malta,2003,Opioid use disorder,0.3475152640478163
Malta,2003,Cannabis use disorder,0.271468416101044
Malta,2003,Stimulant use disorder,0.2133982007511397
Malta,2004,Opioid use disorder,0.33369395927039214
Malta,2004,Cannabis use disorder,0.28284456297159044
Malta,2004,Stimulant use disorder,0.2216268535580173
